,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
183325,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,18,65-69 years,465,Ovarian cancer,2,Percent,1995,0.0322780288468125,0.0367691762135353,0.0274708127219457
183326,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,18,65-69 years,465,Ovarian cancer,3,Rate,1995,747.199528632488,851.5250517826036,634.0327144957797
183327,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,19,70-74 years,465,Ovarian cancer,1,Number,1995,1105.540576350096,1263.5517537506555,948.8079158194988
183328,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,19,70-74 years,465,Ovarian cancer,2,Percent,1995,0.022346234327114,0.0255449345572049,0.0191982443971724
183329,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,19,70-74 years,465,Ovarian cancer,3,Rate,1995,714.6696543906327,816.8149722183468,613.3508256390636
183330,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,23,5-14 years,465,Ovarian cancer,1,Number,1995,18.96694660227737,25.27268504224309,13.139179685396364
183331,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,23,5-14 years,465,Ovarian cancer,2,Percent,1995,0.0046407113793176,0.0062166420226347,0.0032428223552885
183332,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,23,5-14 years,465,Ovarian cancer,3,Rate,1995,4.771172046242187,6.357392728282099,3.3051860238795148
183333,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,25,50-69 years,465,Ovarian cancer,1,Number,1995,4360.529315153515,4694.261668326487,3922.580000554508
183334,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,25,50-69 years,465,Ovarian cancer,2,Percent,1995,0.0372445840538262,0.0400522979191453,0.0337396742041405
183336,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,1,Number,1995,1213.8686741292531,1347.0717149001812,1078.4865265131098
183337,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,2,Percent,1995,0.018900599970669,0.021011465837204,0.016854723344247
183338,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,3,Rate,1995,89.37193349592003,99.17910090616176,79.40432781405825
183339,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,1,Number,1995,1902.925699342298,2108.5268890913067,1491.262677331236
183340,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,2,Percent,1995,0.0083913441540165,0.0093153632470487,0.0065929634041368
183341,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,3,Rate,1995,598.248922416015,662.8865960032198,468.82875671970805
183335,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,25,50-69 years,465,Ovarian cancer,3,Rate,1995,570.3011950048004,613.949097832765,513.023052968378
183321,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,17,60-64 years,465,Ovarian cancer,1,Number,1995,1137.283488823404,1288.9578335622375,984.7413902752056
183320,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,16,55-59 years,465,Ovarian cancer,3,Rate,1995,567.482503084783,651.2920401240949,485.199911413336
183318,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,16,55-59 years,465,Ovarian cancer,1,Number,1995,1080.888352188641,1240.5210314266462,924.1640577088964
183294,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,8,15-19 years,465,Ovarian cancer,1,Number,1995,20.617090988199244,28.84383415931202,13.79294570529952
183295,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,8,15-19 years,465,Ovarian cancer,2,Percent,1995,0.0045337640394304,0.0063252603321056,0.0030459645405381
183296,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,8,15-19 years,465,Ovarian cancer,3,Rate,1995,10.76603553099668,15.06195726579812,7.202536168917227
183297,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,9,20-24 years,465,Ovarian cancer,1,Number,1995,39.82566249084992,55.31089324382203,25.8075618352152
183298,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,9,20-24 years,465,Ovarian cancer,2,Percent,1995,0.00623781372675,0.0086397336760163,0.0040489741136415
183299,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,9,20-24 years,465,Ovarian cancer,3,Rate,1995,17.993161404803764,24.989360310292767,11.659809191426987
183300,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,10,25-29 years,465,Ovarian cancer,1,Number,1995,61.34451859084636,80.49050481242257,44.5243478704008
183301,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,10,25-29 years,465,Ovarian cancer,2,Percent,1995,0.0072636036960422,0.0094889689990652,0.0052868927869929
183302,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,10,25-29 years,465,Ovarian cancer,3,Rate,1995,22.15335651607895,29.06754980280896,16.079085380027617
183303,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,11,30-34 years,465,Ovarian cancer,1,Number,1995,105.96065107459944,136.64117836414215,80.04171277563744
183304,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,11,30-34 years,465,Ovarian cancer,2,Percent,1995,0.0086850532215467,0.0112175441793032,0.0065362714522525
183306,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,12,35-39 years,465,Ovarian cancer,1,Number,1995,148.94826966397466,187.7597854994538,117.1576074359933
183307,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,12,35-39 years,465,Ovarian cancer,2,Percent,1995,0.0136007326579048,0.0172316326665889,0.0107069338235513
183308,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,12,35-39 years,465,Ovarian cancer,3,Rate,1995,54.12082043972329,68.22310631564626,42.56958371853151
183309,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,13,40-44 years,465,Ovarian cancer,1,Number,1995,285.9444124804778,350.3077311939745,227.54100859661136
183310,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,13,40-44 years,465,Ovarian cancer,2,Percent,1995,0.0199647481799985,0.0243566602354268,0.0159799068253261
183311,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,13,40-44 years,465,Ovarian cancer,3,Rate,1995,113.52502034811644,139.07840327047353,90.33782967423735
183312,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,14,45-49 years,465,Ovarian cancer,1,Number,1995,611.6708223193533,724.4356278235616,507.20807256666257
183313,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,14,45-49 years,465,Ovarian cancer,2,Percent,1995,0.0334149562419971,0.0393958938254421,0.0277626842836645
183314,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,14,45-49 years,465,Ovarian cancer,3,Rate,1995,243.23290940517964,288.0742042985584,201.69295422067933
183315,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,15,50-54 years,465,Ovarian cancer,1,Number,1995,897.3738861421999,1031.8956015061185,770.573944314487
183316,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,15,50-54 years,465,Ovarian cancer,2,Percent,1995,0.0385191390368703,0.0443257714818186,0.033140791563754
183317,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,15,50-54 years,465,Ovarian cancer,3,Rate,1995,390.3786329012639,448.8987259753538,335.2176919522662
183305,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,11,30-34 years,465,Ovarian cancer,3,Rate,1995,34.99993411065202,45.13403976896901,26.43863212277484
183319,4,YLLs (Years of Life Lost),94,Switzerland,2,Female,16,55-59 years,465,Ovarian cancer,2,Percent,1995,0.0433861121279256,0.0496796077598425,0.0374073692239353
163584,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,234,75+ years,465,Ovarian cancer,1,Number,1995,4176.386750529311,5376.490893441125,2950.2401568267123
163585,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,234,75+ years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
163586,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,234,75+ years,465,Ovarian cancer,2,Percent,1995,0.0007544897987529,0.0009158719677442,0.0005850244212048
163587,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,234,75+ years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
163588,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,234,75+ years,465,Ovarian cancer,3,Rate,1995,22.153091902086704,28.518885818713542,15.649159244920408
236775,5,Prevalence,4743,European Union,2,Female,234,75+ years,465,Ovarian cancer,3,Rate,1995,108.2297358954048,115.0981026705622,96.00270329460058
236774,5,Prevalence,4743,European Union,1,Male,234,75+ years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
236772,5,Prevalence,4743,European Union,1,Male,234,75+ years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
236771,5,Prevalence,4743,European Union,2,Female,234,75+ years,465,Ovarian cancer,1,Number,1995,20403.88930830365,21698.74043447269,18098.80173055209
236770,5,Prevalence,4743,European Union,1,Male,234,75+ years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
236773,5,Prevalence,4743,European Union,2,Female,234,75+ years,465,Ovarian cancer,2,Percent,1995,0.0010825359889803,0.0011511784929219,0.0009601955082396
236595,5,Prevalence,4743,European Union,2,Female,206,25-49 years,465,Ovarian cancer,3,Rate,1995,64.38924255723623,66.8881387309827,58.60434205744823
236594,5,Prevalence,4743,European Union,1,Male,206,25-49 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
236593,5,Prevalence,4743,European Union,2,Female,206,25-49 years,465,Ovarian cancer,2,Percent,1995,0.0006470106964553,0.0006725901883436,0.0005887536243163
236592,5,Prevalence,4743,European Union,1,Male,206,25-49 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
236591,5,Prevalence,4743,European Union,2,Female,206,25-49 years,465,Ovarian cancer,1,Number,1995,56531.62869506169,58725.57701672695,51452.67708600693
236590,5,Prevalence,4743,European Union,1,Male,206,25-49 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
305386,6,Incidence,94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,2,Percent,1995,1.3263483697590753e-05,1.5551422624823715e-05,1.1258103160112042e-05
305387,6,Incidence,94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,3,Rate,1995,6.947583776549839,7.845147862675479,6.118273116269814
305385,6,Incidence,94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,1,Number,1995,94.363565577637,106.55447254980297,83.09969120166943
305475,6,Incidence,94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,1,Number,1995,164.23481803222256,183.19248506819275,129.8125577568215
305476,6,Incidence,94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,2,Percent,1995,9.101802880726224e-05,0.000104540620329,7.142128732747145e-05
305477,6,Incidence,94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,3,Rate,1995,51.63275841244149,57.59274091712394,40.81095905159426
305205,6,Incidence,94,Switzerland,2,Female,23,5-14 years,465,Ovarian cancer,1,Number,1995,1.924670976829792,2.626477378344253,1.3435391717049816
305206,6,Incidence,94,Switzerland,2,Female,23,5-14 years,465,Ovarian cancer,2,Percent,1995,8.98886664530031e-07,1.28723322722215e-06,5.80177383538741e-07
305207,6,Incidence,94,Switzerland,2,Female,23,5-14 years,465,Ovarian cancer,3,Rate,1995,0.4841547010925486,0.6606954567024981,0.337969873247837
305295,6,Incidence,94,Switzerland,2,Female,25,50-69 years,465,Ovarian cancer,1,Number,1995,252.22598621386624,274.64627779294386,227.05317973235825
305296,6,Incidence,94,Switzerland,2,Female,25,50-69 years,465,Ovarian cancer,2,Percent,1995,7.465836161953351e-05,8.529089256253123e-05,6.402021075858384e-05
305297,6,Incidence,94,Switzerland,2,Female,25,50-69 years,465,Ovarian cancer,3,Rate,1995,32.98791751018608,35.920203513967664,29.695637931159045
163583,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,234,75+ years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
163403,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,206,25-49 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
163404,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,206,25-49 years,465,Ovarian cancer,1,Number,1995,5526.1722670144645,7219.602448633967,3889.119540887535
163405,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,206,25-49 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
163406,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,206,25-49 years,465,Ovarian cancer,2,Percent,1995,0.0004579675951299,0.0005311062173102,0.000384055253695
163407,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,206,25-49 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
163408,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,206,25-49 years,465,Ovarian cancer,3,Rate,1995,6.294282594142728,8.2230911078017,4.429687720533867
240380,5,Prevalence,94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,3,Rate,1995,112.37322024789454,129.0809738117725,89.24257847648923
240379,5,Prevalence,94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,2,Percent,1995,0.0011240448846747,0.0012912624112825,0.0008927026867924
240378,5,Prevalence,94,Switzerland,2,Female,234,75+ years,465,Ovarian cancer,1,Number,1995,357.4396554932217,410.5841116613725,283.8651098152611
240290,5,Prevalence,94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,3,Rate,1995,46.1741677765153,52.408634747052815,40.276108545532495
240289,5,Prevalence,94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,2,Percent,1995,0.0004641759893324,0.0005264506608297,0.0004049755840726
240288,5,Prevalence,94,Switzerland,2,Female,206,25-49 years,465,Ovarian cancer,1,Number,1995,627.1474010401603,711.8252619681048,547.0387018255939
171120,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,1,<5 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
171121,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,1,<5 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
171122,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,1,<5 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
171123,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,1,<5 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
171124,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,1,<5 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
171125,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,1,<5 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
171300,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,8,15-19 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
171301,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,8,15-19 years,465,Ovarian cancer,1,Number,1995,118.77919958678126,167.89195855419996,79.59067526748848
171302,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,8,15-19 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
171303,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,8,15-19 years,465,Ovarian cancer,2,Percent,1995,8.76316463308224e-05,0.0001123944378918,6.78070138869044e-05
171304,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,8,15-19 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
171305,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,8,15-19 years,465,Ovarian cancer,3,Rate,1995,0.7410024610543073,1.047391756407619,0.496525371911553
333447,6,Incidence,4743,European Union,1,Male,206,25-49 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
172380,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,14,45-49 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
172382,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,14,45-49 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
172383,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,14,45-49 years,465,Ovarian cancer,2,Percent,1995,0.0009075936106068,0.001081789246861,0.0007127338003834
172384,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,14,45-49 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
172385,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,14,45-49 years,465,Ovarian cancer,3,Rate,1995,14.28156778224473,18.88489020773444,9.998520106028826
172381,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,14,45-49 years,465,Ovarian cancer,1,Number,1995,2316.833747859404,3063.609795858265,1622.0144149088223
172200,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,13,40-44 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
172201,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,13,40-44 years,465,Ovarian cancer,1,Number,1995,1512.281256980157,2037.8084644185012,1028.2624725753944
172202,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,13,40-44 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
172203,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,13,40-44 years,465,Ovarian cancer,2,Percent,1995,0.0005957956046335,0.0007171660807505,0.0004859872858875
172204,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,13,40-44 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
172205,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,13,40-44 years,465,Ovarian cancer,3,Rate,1995,8.866469961084583,11.947623798691057,6.028679045725899
172740,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,16,55-59 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
172741,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,16,55-59 years,465,Ovarian cancer,1,Number,1995,2954.4231688394725,3860.831476481073,2081.544188264038
172742,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,16,55-59 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
172743,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,16,55-59 years,465,Ovarian cancer,2,Percent,1995,0.0011811717809707,0.0014361061771165,0.0009433315265528
172744,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,16,55-59 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
172745,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,16,55-59 years,465,Ovarian cancer,3,Rate,1995,21.08204646988224,27.549956099054867,14.853393978538804
172560,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,15,50-54 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
172561,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,15,50-54 years,465,Ovarian cancer,1,Number,1995,2459.553470304378,3206.541410835017,1729.8568388919646
172562,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,15,50-54 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
172563,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,15,50-54 years,465,Ovarian cancer,2,Percent,1995,0.001075431383253,0.0012926480338567,0.0008814316126562
172564,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,15,50-54 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
172565,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,15,50-54 years,465,Ovarian cancer,3,Rate,1995,17.858686542075205,23.282526129915556,12.560398227330904
171660,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,10,25-29 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
171661,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,10,25-29 years,465,Ovarian cancer,1,Number,1995,319.8383617573055,448.5628874410037,222.04641448904783
171662,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,10,25-29 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
171663,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,10,25-29 years,465,Ovarian cancer,2,Percent,1995,0.0001490275900735,0.0001864281122725,0.0001149840721507
171664,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,10,25-29 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
171665,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,10,25-29 years,465,Ovarian cancer,3,Rate,1995,1.7585780354523095,2.4663484299966014,1.220885278507276
171485,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,9,20-24 years,465,Ovarian cancer,3,Rate,1995,1.139861771130313,1.6294059316775762,0.7643514829677759
171483,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,9,20-24 years,465,Ovarian cancer,2,Percent,1995,0.0001104357909578,0.0001400190724099,8.314216592948819e-05
171480,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,9,20-24 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
171481,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,9,20-24 years,465,Ovarian cancer,1,Number,1995,193.232975383469,276.2220510065129,129.57528275219693
171482,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,9,20-24 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
171484,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,9,20-24 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
172020,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,12,35-39 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
172021,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,12,35-39 years,465,Ovarian cancer,1,Number,1995,881.1050385945994,1181.550156937956,615.567228806069
172022,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,12,35-39 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
172023,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,12,35-39 years,465,Ovarian cancer,2,Percent,1995,0.0003571962462389,0.000418609401735,0.0002915263050056
172024,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,12,35-39 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
172025,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,12,35-39 years,465,Ovarian cancer,3,Rate,1995,4.925639450376429,6.60521709749275,3.4412040491816254
171840,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,11,30-34 years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
171841,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,11,30-34 years,465,Ovarian cancer,1,Number,1995,496.1138618229989,674.5995544714788,340.6494504479179
171842,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,11,30-34 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
171843,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,11,30-34 years,465,Ovarian cancer,2,Percent,1995,0.0002100234178116,0.00025528312158,0.0001685773384453
171844,3,YLDs (Years Lived with Disability),4743,European Union,1,Male,11,30-34 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
171845,3,YLDs (Years Lived with Disability),4743,European Union,2,Female,11,30-34 years,465,Ovarian cancer,3,Rate,1995,2.6900564618593887,3.657851614960337,1.8470885938139905
333448,6,Incidence,4743,European Union,2,Female,206,25-49 years,465,Ovarian cancer,1,Number,1995,8960.84929584346,9290.32386830121,8149.425016950271
333450,6,Incidence,4743,European Union,2,Female,206,25-49 years,465,Ovarian cancer,2,Percent,1995,1.9389726259685305e-05,2.134820653046179e-05,1.7101827256636197e-05
333449,6,Incidence,4743,European Union,1,Male,206,25-49 years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
333452,6,Incidence,4743,European Union,2,Female,206,25-49 years,465,Ovarian cancer,3,Rate,1995,10.20636256459574,10.581632456019848,9.28215436616738
333451,6,Incidence,4743,European Union,1,Male,206,25-49 years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
333632,6,Incidence,4743,European Union,2,Female,234,75+ years,465,Ovarian cancer,3,Rate,1995,55.719806034197696,59.09143963816421,48.9155956335884
333631,6,Incidence,4743,European Union,1,Male,234,75+ years,465,Ovarian cancer,3,Rate,1995,0.0,0.0,0.0
333630,6,Incidence,4743,European Union,2,Female,234,75+ years,465,Ovarian cancer,2,Percent,1995,0.0001021293119473,0.0001126243424593,8.887825297979981e-05
333629,6,Incidence,4743,European Union,1,Male,234,75+ years,465,Ovarian cancer,2,Percent,1995,0.0,0.0,0.0
333628,6,Incidence,4743,European Union,2,Female,234,75+ years,465,Ovarian cancer,1,Number,1995,10504.513802940824,11140.14723837648,9221.75768517102
333627,6,Incidence,4743,European Union,1,Male,234,75+ years,465,Ovarian cancer,1,Number,1995,0.0,0.0,0.0
304485,6,Incidence,94,Switzerland,2,Female,12,35-39 years,465,Ovarian cancer,1,Number,1995,13.450410951134954,17.491184954477276,10.284427255902536
304486,6,Incidence,94,Switzerland,2,Female,12,35-39 years,465,Ovarian cancer,2,Percent,1995,9.292330613398483e-06,1.2513423577273324e-05,6.702854193812054e-06
304487,6,Incidence,94,Switzerland,2,Female,12,35-39 years,465,Ovarian cancer,3,Rate,1995,4.8872489594481445,6.355476853372347,3.7368788647077458
304575,6,Incidence,94,Switzerland,2,Female,13,40-44 years,465,Ovarian cancer,1,Number,1995,22.01232117844382,27.599740260901807,17.427610976047106
304576,6,Incidence,94,Switzerland,2,Female,13,40-44 years,465,Ovarian cancer,2,Percent,1995,1.7623502326108363e-05,2.2974745959727745e-05,1.3221510191407584e-05
304577,6,Incidence,94,Switzerland,2,Female,13,40-44 years,465,Ovarian cancer,3,Rate,1995,8.739283233459659,10.957588041471263,6.919071694782227
304665,6,Incidence,94,Switzerland,2,Female,14,45-49 years,465,Ovarian cancer,1,Number,1995,41.28124672114516,49.68515108858026,33.347997534926016
304666,6,Incidence,94,Switzerland,2,Female,14,45-49 years,465,Ovarian cancer,2,Percent,1995,3.517325050858353e-05,4.51152023980581e-05,2.683076300002552e-05
304667,6,Incidence,94,Switzerland,2,Female,14,45-49 years,465,Ovarian cancer,3,Rate,1995,16.415623203643303,19.757463348810315,13.260940635520257
304305,6,Incidence,94,Switzerland,2,Female,10,25-29 years,465,Ovarian cancer,1,Number,1995,7.711620297738726,10.530334325371513,5.389013555656362
304306,6,Incidence,94,Switzerland,2,Female,10,25-29 years,465,Ovarian cancer,2,Percent,1995,4.97015214486649e-06,6.952426970200226e-06,3.332437673276911e-06
304307,6,Incidence,94,Switzerland,2,Female,10,25-29 years,465,Ovarian cancer,3,Rate,1995,2.7848987602606923,3.802821440321298,1.946135389287283
304395,6,Incidence,94,Switzerland,2,Female,11,30-34 years,465,Ovarian cancer,1,Number,1995,9.907966429174342,13.186730084415428,7.180754419908389
304396,6,Incidence,94,Switzerland,2,Female,11,30-34 years,465,Ovarian cancer,2,Percent,1995,5.969023000686373e-06,8.314722248058473e-06,4.165924719879256e-06
304397,6,Incidence,94,Switzerland,2,Female,11,30-34 years,465,Ovarian cancer,3,Rate,1995,3.2727070726237013,4.355717706609392,2.3718798347570145
305025,6,Incidence,94,Switzerland,2,Female,18,65-69 years,465,Ovarian cancer,1,Number,1995,75.63558363582057,87.16123997072066,64.05705241878516
304937,6,Incidence,94,Switzerland,2,Female,17,60-64 years,465,Ovarian cancer,3,Rate,1995,36.09394009632004,41.72006809368772,30.688767584929806
304936,6,Incidence,94,Switzerland,2,Female,17,60-64 years,465,Ovarian cancer,2,Percent,1995,8.450245545873248e-05,0.0001027785790677,6.689094848771619e-05
304935,6,Incidence,94,Switzerland,2,Female,17,60-64 years,465,Ovarian cancer,1,Number,1995,64.11643714584757,74.11056029103715,54.51481419572946
